	1ATP_AGC	3NX8_AGC	1GZK_AGC	1H1W_AGC	1OMW_AGC	1VZO_AGC	1XJD_AGC	1ZRZ_AGC	2ACX_AGC	2ETR_AGC	2F2U_AGC	2I0E_AGC	2VD5_AGC	4AW2_AGC	2Z7Q_AGC	3G51_AGC	4FG8_CAMK	1A06_CAMK	1IA8_CAMK	2QHN_CAMK	1IG1_CAMK	1KWP_CAMK	1TKI_CAMK	1XWS_CAMK	1ZMU_CAMK	1ZWS_CAMK	2AC3_CAMK	2CN5_CAMK	2H6D_CAMK	2HW6_CAMK	2IWI_CAMK	2J90_CAMK	2JAM_CAMK	2JC6_CAMK	2Y7J_CAMK	2PHK_CAMK	2QNJ_CAMK	2V7O_CAMK	2VN9_CAMK	3BHH_CAMK	3C0G_CAMK	1CKI_CK1	2C47_CK1	2CHL_CK1	2CMW_CK1	3OP5_CK1	2JII_CK1	5UU1_CK1	2V62_CK1	1BI7_CMGC	1CM8_CMGC	2ZOQ_CMGC	4ZZN_CMGC	1ERK_CMGC	1H4L_CMGC	1HCK_CMGC	1I09_CMGC	1JNK_CMGC	1UA2_CMGC	3RGF_CMGC	1UKH_CMGC	1WBP_CMGC	1WFC_CMGC	1Z57_CMGC	2EU9_CMGC	2I6L_CMGC	3COI_CMGC	1JWH_Other	1MUO_Other	3FPQ_Other	1X8B_Other	2BUJ_Other	2JAV_Other	2OWB_Other	3CEK_Other	3COK_Other	1S9I_STE	1S9J_STE	1U5Q_STE	2BVA_STE	2C30_STE	5VIL_STE	2CLQ_STE	2DYL_STE	2F57_STE	2J51_STE	2J7T_STE	3CKW_STE	3COM_STE	1FGK_TK	1AD5_TK	1BYG_TK	1FMK_TK	1FPU_TK	1FVR_TK	1GJO_TK	1IRK_TK	1K2P_TK	5H3Q_TK	4ASZ_TK	1LUF_TK	1M14_TK	1MP8_TK	1MQB_TK	1PKG_TK	1R0P_TK	1RJB_TK	1SM2_TK	1U46_TK	1VR2_TK	1YVJ_TK	2B7A_TK	2DQ7_TK	2GSF_TK	2HEL_TK	2I1M_TK	2IVS_TK	2P0C_TK	2R2P_TK	2REI_TK	3BBT_TK	3BKB_TK	3CC6_TK	3LCK_TK	5HI2_TKL	3OMV_TKL	1UWH_TKL	5V5N_TKL	2EVA_TKL	4ZTN_TKL	2NRU_TKL	2QLU_TKL	4UY9_TKL	4UYA_TKL	
1JWH_Other	47.2496	47.5678	39.051	38.8601	14.8573	45.6528	37.9899	48.1454	25.8979	41.3682	43.6554	45.0118	38.8313	43.7307	33.2833	39.324	35.4999	39.2293	38.0054	37.3738	38.8245	43.2701	43.195	36.2501	45.1038	37.9251	34.8142	38.3958	35.4707	28.5183	26.1261	35.5603	37.7025	38.1044	39.4802	39.6525	47.294	42.8503	42.318	39.5079	44.225	42.8232	43.1233	44.3817	43.7686	47.1668	41.1858	43.9302	43.8766	36.4622	48.1663	49.5764	49.5591	48.2063	37.918	42.9534	45.9199	50.3653	37.8821	45.0529	45.4104	45.6972	49.3153	50.4606	47.1529	42.9546	45.6136	100.0	32.3644	32.0928	33.6542	37.8161	34.1789	42.6975	31.0137	27.7433	43.7084	39.3342	46.3373	37.7928	40.9314	35.6366	33.7757	37.7507	43.7181	40.4968	38.6751	31.1789	33.0847	40.1954	34.3114	29.9036	33.0303	36.6933	43.7552	39.1372	42.9016	33.4393	39.8248	41.9066	34.1271	41.2403	30.9257	34.0964	39.3127	43.4081	40.6905	27.9031	31.9226	36.8302	35.071	41.4911	33.9243	40.7441	31.5643	42.3702	40.7863	31.318	40.725	38.3217	37.5122	36.9406	36.6317	35.822	31.1063	35.4444	34.8125	39.1407	39.3206	39.6743	41.3656	40.3892	42.459	34.3594	
1MUO_Other	33.6908	34.2277	43.9555	44.9703	6.5763	36.9865	39.6319	37.8827	12.3584	20.567	22.6876	32.8739	22.5691	22.4608	44.8279	43.041	39.5309	38.4407	41.6006	41.012	42.1315	34.5402	34.2231	40.2994	39.1928	41.7591	36.8691	39.5422	41.0877	41.3335	38.3367	41.332	40.8924	39.5791	43.0496	42.6006	36.2456	39.9188	41.4483	41.7183	38.2352	39.6265	41.7358	39.4768	41.3747	35.6265	35.4192	36.8458	37.9945	41.0307	34.6865	31.2038	32.513	29.046	41.8668	42.0152	31.7994	30.2067	40.6333	33.9048	32.3887	30.7039	31.6037	34.2459	31.6682	40.3465	30.9791	32.3644	100.0	41.1537	42.9925	38.3548	44.3807	42.2336	32.6093	38.2518	38.9515	37.9194	39.8204	39.1275	38.6919	41.6341	41.5205	40.0717	38.5841	38.1494	39.2553	42.3054	39.3329	41.5196	16.9735	40.1072	17.3023	40.9501	41.2093	40.3644	37.3355	41.2945	37.885	40.8182	36.9783	35.8282	41.4292	39.3801	39.6805	36.6411	38.3219	39.8111	41.3645	43.9344	37.2189	40.9922	42.4134	38.9177	35.8035	37.5444	42.9222	39.8819	40.176	38.1373	40.1885	25.4627	39.5217	42.3393	40.6881	40.4866	40.2327	39.0393	38.8693	39.4559	38.3965	40.105	36.7459	42.4726	
3FPQ_Other	37.1594	37.1804	40.9803	46.3988	7.3683	39.3995	37.7299	37.2839	13.6937	22.4073	24.4629	35.9124	22.9053	24.397	38.6206	41.2485	40.2463	39.678	39.8646	39.0362	45.3155	37.7622	37.8716	36.5241	38.3401	44.0007	35.2363	41.6088	38.3111	41.1085	33.6047	39.9276	43.7826	41.9848	38.4102	43.485	37.9553	41.0924	42.0616	41.9036	39.1821	38.8611	40.6808	39.3311	40.046	36.8017	35.6025	37.5589	38.2661	40.844	35.6139	32.2586	32.3281	29.5998	40.1844	41.4888	34.0536	31.1761	37.0521	33.1523	32.888	32.5113	31.5469	36.5488	32.4118	35.6673	32.5833	32.0928	41.1537	100.0	38.7539	32.1776	37.9769	43.0087	32.7768	31.7193	38.9619	37.7383	38.7184	35.246	36.8396	43.5209	42.6367	43.1935	37.2961	39.3049	38.3755	42.433	41.6396	39.0997	19.3703	36.8695	19.2298	39.8825	39.544	40.3161	37.7541	40.3516	35.2361	38.8433	33.0083	37.3092	38.9302	39.9117	41.4082	37.3602	40.147	37.3501	35.643	41.5752	32.9005	40.9894	40.774	40.1739	37.4674	39.4231	41.0749	34.9171	41.3114	38.4783	37.3844	25.7064	40.2006	41.2411	38.4389	40.1956	39.5431	37.6902	37.5841	42.5341	42.0062	39.9041	36.5161	36.9558	
1X8B_Other	33.7072	34.2807	40.7665	41.0846	7.0996	36.4707	39.167	39.2432	13.0533	21.705	24.7798	34.3062	23.4366	24.0407	41.9114	41.7041	41.1729	41.0009	41.1507	40.5252	41.4212	35.8096	38.299	41.6394	39.8395	40.7743	41.1143	38.8739	43.8649	42.8182	38.1573	40.5465	41.0308	41.0616	43.7943	41.9682	36.9382	40.6239	43.3674	43.9444	41.9219	39.8651	36.9654	37.1307	37.6338	36.3459	36.3213	37.1085	37.912	41.677	34.8668	31.8497	32.6336	29.5013	40.5348	41.3727	32.5237	33.009	39.4832	35.1237	35.754	30.8916	33.045	35.6867	31.7776	41.2323	32.0814	33.6542	42.9925	38.7539	100.0	39.4512	41.2716	40.6271	35.7722	39.013	42.9785	44.2211	44.1692	43.3011	42.1868	42.4605	42.3152	41.0154	42.7863	38.7876	40.4302	38.9309	42.8297	43.503	18.4401	42.1167	17.9532	41.1482	41.6998	40.7222	40.3444	43.188	40.445	42.2804	40.3894	37.95	42.639	43.0437	41.7061	39.9555	40.541	43.3243	40.9994	43.2041	40.3701	41.9158	42.3097	44.1758	42.213	41.0594	44.1883	39.412	44.6193	43.8967	42.0966	26.6176	40.1535	41.154	43.7055	44.4347	43.8248	43.3411	43.0755	43.556	42.6381	43.0495	38.9775	43.549	
2BUJ_Other	37.6208	38.0998	37.7474	37.5925	10.04	40.2742	39.0038	43.2861	18.4178	26.5178	31.0565	38.6052	31.1671	31.3401	37.1148	39.5887	36.4992	38.3462	39.5573	38.7225	36.4924	38.7661	35.1596	40.9856	39.5715	36.1673	41.3078	37.1616	38.5527	34.2516	35.681	36.173	35.9418	35.903	43.3642	39.5544	40.198	44.3756	44.8448	43.8677	39.8369	39.6921	37.797	38.8948	38.4394	41.12	40.8453	41.8481	42.8458	39.5592	41.0372	40.6619	40.8699	38.6329	40.6927	42.0867	37.4181	39.6919	44.2837	40.9463	40.1664	38.3494	40.9744	40.9828	39.6116	44.5042	39.1194	37.8161	38.3548	32.1776	39.4512	100.0	36.5251	39.0285	32.2777	33.4645	42.6715	40.2896	45.5415	42.2173	44.104	37.6405	36.8172	37.9262	44.1114	39.1731	40.0849	33.0553	37.0462	41.7469	24.2114	35.4327	24.5305	37.0735	43.7311	39.5835	40.0887	35.6185	46.384	45.1392	38.7262	39.6219	38.1383	36.7223	40.1697	40.8744	38.7129	34.4168	40.3501	41.8912	43.3107	40.5429	38.616	39.3263	34.2621	43.665	41.1199	37.4072	40.8893	41.3129	41.3902	34.7439	36.4053	39.088	35.9523	37.9022	39.6265	42.1037	42.0016	38.926	39.399	45.3979	42.8986	45.0578	
2JAV_Other	32.1499	32.6093	41.8134	40.515	6.7379	35.1157	38.5849	37.6234	12.4681	21.1868	23.2191	32.9123	22.1897	23.1944	40.3444	39.7108	38.1198	37.1139	41.1264	40.5385	39.4804	36.4713	34.6368	37.3325	41.0337	38.5828	35.0574	40.1515	41.3101	36.698	33.5954	40.6101	41.2224	38.149	40.5179	43.4303	37.3944	37.1696	39.7323	39.8844	38.0304	42.0376	41.0443	40.4189	41.8898	36.308	33.3527	35.7867	37.0159	36.6868	34.2905	31.9067	33.3312	29.8405	38.1959	37.9156	30.9652	31.6378	37.5236	33.8791	34.2732	29.9474	31.788	35.0905	31.9807	40.1515	30.2274	34.1789	44.3807	37.9769	41.2716	36.5251	100.0	40.8119	36.2815	40.3179	38.7591	38.391	38.7751	38.0641	38.2184	41.3165	40.8059	41.7855	39.1985	37.6804	38.9261	39.8188	38.2984	42.433	17.2446	38.8416	17.4174	41.2467	41.5178	40.8587	37.1535	43.2848	35.4713	41.5373	37.2029	36.9456	41.57	40.1794	39.3115	36.2017	38.6473	38.2651	38.7055	41.5608	34.8444	43.3507	42.1412	40.6009	38.4366	36.2975	41.5421	42.1751	40.9406	38.9556	40.7613	24.2587	42.033	41.149	41.7883	40.9146	40.2208	38.2734	38.0683	40.6272	39.4309	37.6107	34.8666	37.7507	
2OWB_Other	43.4691	44.1516	43.7284	50.0726	10.4852	45.9142	41.6208	46.1566	19.4941	29.959	32.7662	43.7165	31.7065	33.3658	41.3395	46.325	38.1805	39.9992	43.9195	42.9211	46.3639	43.3966	43.5265	41.8946	44.963	46.3942	39.4991	45.9256	41.4066	35.9484	35.2809	43.2234	44.878	41.4426	46.2817	45.7685	46.7275	46.3655	46.8747	44.4067	48.7435	44.544	46.1138	45.2839	46.3049	43.9572	42.1348	44.4021	44.4447	42.2166	43.3596	43.443	43.3753	40.6903	45.6361	49.1998	44.6738	41.7947	43.5015	41.9606	42.0542	41.9405	41.3637	46.4385	43.5124	45.0295	40.8253	42.6975	42.2336	43.0087	40.6271	39.0285	40.8119	100.0	32.59	34.4268	48.7715	44.9552	46.4255	42.3737	42.5583	43.3547	41.5152	42.9526	45.7536	42.9697	43.2472	39.6737	39.3301	43.7035	25.733	36.1782	25.8771	40.0828	44.9621	42.407	43.7835	38.1733	42.2998	44.4069	37.6566	42.7479	39.3098	39.6903	45.0174	45.8714	43.0955	35.7194	37.8143	46.5092	40.3114	44.1345	40.2236	43.5641	36.7154	44.2219	44.961	36.6752	44.584	41.045	43.0565	34.4694	42.7926	40.7441	37.0239	40.1173	39.9695	44.2249	44.221	43.882	43.9555	44.5459	44.6899	41.1572	
3CEK_Other	31.6449	31.6956	30.5867	34.2936	6.7028	30.5792	34.5698	34.5505	11.7224	18.9941	22.4216	31.423	18.8076	21.5354	31.8791	33.1156	40.282	40.2188	36.0691	36.1245	35.8158	34.5479	31.9963	30.9941	35.4044	34.6031	32.5654	35.62	35.9063	33.9552	26.531	35.2633	39.3595	39.5445	30.9074	36.7544	34.2715	34.2856	36.0905	35.4565	30.5102	36.1517	32.02	33.6957	32.6845	34.9924	29.1101	35.1957	36.4847	31.7963	28.8631	30.5821	32.8915	29.2097	33.5378	33.0913	28.4358	32.0969	33.858	31.9112	36.4595	28.5816	30.3352	30.8515	26.9419	34.9233	29.1546	31.0137	32.6093	32.7768	35.7722	32.2777	36.2815	32.59	100.0	34.9486	35.7814	38.0415	35.854	33.4642	32.7492	39.4451	39.0566	37.0192	33.7688	36.124	33.7046	37.3651	39.495	35.3958	17.5992	31.5077	15.9598	33.4671	34.6011	33.7063	29.7845	36.3332	29.0208	35.0081	30.528	34.57	35.6352	36.6266	35.2602	32.7157	34.5562	30.6372	29.1689	32.5798	28.9431	39.7398	35.9464	38.9131	37.7375	34.6213	34.2271	32.9388	36.0317	34.2867	35.6039	21.5188	36.4276	33.5087	38.5156	40.411	40.9033	33.4175	33.2867	37.1009	36.6612	30.9766	32.8752	32.4376	
3COK_Other	26.701	27.0928	35.097	33.4199	5.3206	28.6434	35.2139	32.3878	9.7588	17.3753	19.6209	27.6997	17.9191	18.7735	38.1667	35.4517	34.3994	33.7127	35.66	36.4307	34.0537	30.2156	29.4441	31.5666	34.4124	33.8947	32.7025	35.7116	39.5957	35.2487	30.3493	37.2294	36.0372	34.0418	34.7998	37.4251	30.7947	31.3523	33.3775	33.7572	31.5224	35.784	32.5092	32.4443	32.8278	29.9092	28.2165	30.3635	31.4404	34.0591	28.3326	25.7043	27.6428	24.4178	35.1199	33.7553	25.6631	26.7355	35.1666	29.3889	30.3773	25.0208	27.3121	29.0022	26.5415	36.3993	25.7154	27.7433	38.2518	31.7193	39.013	33.4645	40.3179	34.4268	34.9486	100.0	33.0846	35.0992	33.1128	36.6929	33.1534	36.3799	36.867	36.5037	34.1362	33.7495	34.1775	33.9253	36.0175	36.8409	13.8655	37.1183	13.6773	35.4205	34.3409	35.7059	32.0203	37.6667	30.2514	36.4613	32.6807	30.6655	38.0877	38.0945	35.9691	34.3645	33.1916	35.6913	36.0333	37.7695	29.5825	35.5444	36.2475	37.3575	36.5951	32.3177	35.3482	39.6187	36.4246	34.8862	36.3326	19.8225	37.1761	34.7027	39.974	40.0025	39.1047	33.2081	33.0232	36.6412	35.5783	32.1147	31.0754	34.8661	
1S9I_STE	45.2801	45.964	41.8878	45.5205	11.2581	46.3597	42.0226	49.3043	20.5707	31.5211	35.9919	47.453	34.0013	35.8528	39.1277	44.6117	40.3961	42.6653	44.8729	43.0317	45.1343	44.6814	44.5881	43.7433	46.2047	44.3507	41.2563	43.0399	41.4464	36.1938	35.1479	41.7104	43.9499	42.8237	45.567	45.6128	48.0838	46.1265	48.627	45.2085	50.3902	45.1181	42.3016	44.4754	44.2741	46.6858	43.6514	47.3617	46.9911	41.3733	44.2723	44.3227	43.7801	41.4919	42.6726	47.0163	43.6405	46.1068	44.0574	41.6821	46.7069	42.2827	42.7597	44.8194	41.7532	45.9507	41.5258	43.7084	38.9515	38.9619	42.9785	42.6715	38.7591	48.7715	35.7814	33.0846	100.0	59.3229	52.055	46.3472	47.0799	45.505	43.6559	43.9704	50.4616	43.9692	46.1423	38.8828	42.8798	46.053	28.3468	38.3591	27.3417	40.526	46.9248	44.6388	47.7158	39.5636	46.464	46.3644	40.7608	46.7176	39.4531	41.4861	45.7079	45.47	45.9948	37.213	38.3631	44.363	43.0444	46.86	42.6722	47.5947	40.9248	48.1042	48.4656	36.7726	48.2072	46.2736	44.8241	36.7323	42.9661	41.8309	38.7838	42.2343	43.1309	48.7828	48.9676	47.0735	47.861	48.4837	50.2569	43.7585	
1S9J_STE	41.1349	41.7668	39.9224	43.2339	9.7996	41.6874	42.2759	46.4109	17.4382	28.4969	33.0219	44.2712	29.8964	31.8733	39.8022	44.2291	41.3403	43.0835	42.5223	41.0555	42.9292	41.7148	41.8436	42.2276	43.6819	42.7335	41.1931	42.2324	41.9967	37.5343	34.8465	40.7665	44.5754	43.1075	43.6099	45.3201	44.197	42.0582	45.7069	42.7495	47.726	44.444	39.2459	41.8125	41.3637	43.6989	40.8321	44.5777	44.213	39.7379	39.7985	39.1625	39.3027	36.8204	40.9545	44.072	38.3354	42.0989	42.2083	39.537	44.7039	37.7868	38.6971	41.5223	36.9859	43.9017	38.2712	39.3342	37.9194	37.7383	44.2211	40.2896	38.391	44.9552	38.0415	35.0992	59.3229	100.0	49.4363	45.2456	44.9161	46.1106	44.8651	43.2838	48.0472	41.7721	43.976	38.9549	42.8601	44.8104	25.0986	39.3737	23.4653	40.0175	43.5992	43.0465	45.2307	41.0773	42.0931	43.8805	40.2552	44.306	39.5098	42.2137	46.0748	44.13	46.188	38.963	37.6505	43.0195	41.8378	45.3988	41.936	48.2499	42.9918	45.3359	47.2938	38.0005	47.0998	44.5077	43.8773	31.7982	42.8647	39.4694	39.8334	43.5891	43.7518	47.6395	47.6127	46.1672	46.7509	45.6142	46.947	42.0091	
1U5Q_STE	48.3043	48.8197	43.5728	45.9034	11.7452	48.0709	43.7827	50.3604	21.5048	33.359	37.9147	46.8457	34.7187	36.9461	40.1405	45.9208	42.0771	45.4021	43.9216	42.0839	45.5756	44.2467	46.5826	42.9993	46.096	43.9552	41.7337	42.0439	40.7255	37.4029	34.3793	39.6912	43.7961	44.809	47.2537	45.6786	46.842	49.4135	51.9687	48.9945	50.8899	44.9314	43.1585	44.4819	44.1855	47.8707	47.6316	48.011	47.8999	42.9863	48.4702	45.9402	45.079	43.0443	44.4551	48.6194	44.1167	47.7254	45.747	44.384	45.67	43.6638	46.2071	47.4699	43.408	46.9476	45.4386	46.3373	39.8204	38.7184	44.1692	45.5415	38.7751	46.4255	35.854	33.1128	52.055	49.4363	100.0	46.1055	49.1185	44.78	43.0793	43.1835	49.7571	46.1039	46.3968	39.2289	43.139	47.5458	30.009	38.5309	29.0013	43.398	49.4113	45.6557	49.4334	40.9919	48.286	48.4106	42.2767	45.3907	39.2724	41.3747	48.4227	45.7115	47.319	37.1241	39.6464	44.755	43.8992	46.9165	43.1627	46.5041	39.0382	52.2747	49.2499	37.6713	47.3295	45.8925	44.111	37.1597	41.2558	43.151	38.5818	43.6525	43.4865	48.9029	48.843	48.2051	49.7111	50.2619	50.4277	45.9944	
2BVA_STE	36.0808	36.6274	41.0343	39.7532	8.1915	39.1812	37.7871	43.4498	15.3147	26.0716	29.7385	38.8147	28.2175	27.7078	40.1773	41.8236	39.0212	40.3253	43.1463	43.0183	39.6914	37.924	35.669	40.8732	43.5399	39.2196	39.5385	39.5504	43.8668	38.0457	37.4219	38.7519	38.2253	38.9783	43.8347	42.3718	39.8607	41.052	42.6342	42.1353	43.4728	37.8886	38.3071	37.6972	37.248	39.1547	38.0184	38.583	39.4901	44.345	41.0216	35.8457	36.275	33.4352	42.2632	45.3515	37.9565	39.4095	42.1952	38.3801	40.9145	34.809	38.7878	38.2151	34.6836	45.3086	36.7504	37.7928	39.1275	35.246	43.3011	42.2173	38.0641	42.3737	33.4642	36.6929	46.3472	45.2456	46.1055	100.0	50.9814	40.1061	39.7177	41.7692	51.4428	41.8322	44.7023	36.7702	41.9632	47.437	21.5555	41.6934	21.2833	40.2969	42.9345	44.3293	44.099	38.6138	43.4192	44.867	41.148	41.5185	41.4914	42.1414	42.6756	43.8592	39.6843	38.1965	42.703	43.8349	40.6607	39.9732	41.5866	45.6535	40.2099	42.2704	44.8647	41.2857	45.2805	46.1912	46.8337	30.1827	41.6314	41.0937	39.3233	42.2898	42.4631	45.2753	45.0498	41.4067	41.6545	43.7468	42.7992	44.886	
2C30_STE	39.5675	39.8237	43.1699	40.8357	9.8045	43.3152	37.9108	47.2981	18.0234	28.8271	32.4289	40.8396	32.469	31.5764	39.2749	42.2795	38.4486	40.0401	40.4311	39.67	40.6276	40.3204	39.7938	43.1828	44.971	40.1222	39.8779	40.0244	41.6751	37.9129	35.8909	37.0821	39.0871	38.1762	46.6249	43.7936	42.1212	43.1993	45.023	44.2002	45.3657	39.5853	40.3043	40.5275	39.4548	40.5069	43.4669	41.4696	42.2976	46.5676	45.6164	39.8287	38.0977	35.5285	42.0392	45.812	41.6618	42.6938	41.8345	38.9898	41.4497	36.9746	41.3378	41.7043	37.2694	45.6474	40.9126	40.9314	38.6919	36.8396	42.1868	44.104	38.2184	42.5583	32.7492	33.1534	47.0799	44.9161	49.1185	50.9814	100.0	39.1407	38.3388	41.7974	56.1319	40.4563	42.7572	35.977	40.3567	47.5701	24.8391	39.7422	25.0926	40.5209	44.7804	44.4372	46.7652	40.5559	47.7271	46.6566	39.4942	42.6703	39.6082	40.1404	41.8113	43.4547	42.464	37.9071	42.1294	42.6881	44.7658	42.9149	40.3553	45.2704	38.2455	44.6525	47.2463	40.1804	44.5026	44.9824	44.9025	34.5318	40.2254	40.7023	37.8027	41.9377	41.7579	44.1416	44.1051	42.1432	42.9473	46.3983	42.3989	44.3173	
5VIL_STE	40.2052	40.6173	42.1251	47.0402	8.019	41.1392	42.6593	42.2213	14.7355	24.21	27.4493	41.1396	25.328	26.7416	42.0473	44.1706	44.1142	43.3385	44.0904	42.5948	46.9295	38.8682	38.2197	38.8546	42.0513	44.4132	36.8754	41.9833	41.5133	39.8265	35.89	42.132	46.1052	43.9297	39.7714	45.7576	41.6889	42.3946	45.5594	43.5262	42.5306	44.2002	43.2412	44.4969	44.5988	43.1574	37.5263	43.4794	43.8216	39.2459	37.1491	35.874	37.3488	34.0762	40.982	43.2522	34.8504	35.6094	43.3553	37.4517	38.9462	34.9747	35.189	37.8408	34.0592	41.3474	34.8866	35.6366	41.6341	43.5209	42.4605	37.6405	41.3165	43.3547	39.4451	36.3799	45.505	46.1106	44.78	40.1061	39.1407	100.0	64.9342	44.6448	40.4807	42.4878	42.9111	45.3047	46.458	42.5377	21.0767	38.805	20.1693	42.4022	43.2981	42.7795	40.2626	41.2507	38.6976	42.7657	38.0823	40.8393	40.3337	42.5916	45.2758	39.5901	43.4783	37.4411	37.5533	42.4155	35.7364	44.9821	45.8231	43.3974	40.2656	42.7785	44.3566	38.4644	44.5196	42.1066	41.192	27.3468	41.9216	43.4573	41.3412	44.5876	44.4289	42.7257	42.5533	47.6471	46.9809	41.9451	41.9253	39.9923	
2CLQ_STE	38.0656	38.4553	41.6561	45.5538	7.3744	39.5888	42.2571	40.6735	13.5912	22.5769	25.7104	39.3156	23.7657	24.8018	42.5109	43.8354	44.0639	42.8088	43.3863	42.1776	45.8917	36.9583	36.3467	38.0714	40.9937	43.765	36.3399	41.0904	41.661	40.6402	35.8224	41.8278	44.7231	42.8159	38.875	44.6353	39.9138	40.887	43.8753	42.4505	40.6784	42.4057	41.776	42.4623	42.7907	40.793	35.5446	41.2986	41.8311	38.8679	35.8161	33.3966	34.9039	31.6677	39.7495	41.8134	32.4875	33.3787	41.8006	35.9533	37.1262	32.9902	33.1842	35.6771	32.1337	40.2903	33.2745	33.7757	41.5205	42.6367	42.3152	36.8172	40.8059	41.5152	39.0566	36.867	43.6559	44.8651	43.0793	39.7177	38.3388	64.9342	100.0	44.0455	39.099	41.1787	42.0916	45.168	45.7655	41.7177	19.5075	39.1077	18.6554	41.5911	41.432	41.8205	38.6587	40.8935	37.5259	41.4874	36.7388	39.3099	39.7179	42.2557	43.3926	38.2186	41.5957	37.4993	37.4498	41.5901	34.6837	43.5948	45.3978	42.172	39.737	40.7318	43.4451	38.3984	43.3243	41.2939	40.6549	25.8255	40.8035	42.5855	41.3389	44.1174	43.821	41.1692	41.0161	46.2764	45.5237	40.7523	40.1533	39.5736	
2DYL_STE	39.0848	39.1383	44.1417	43.971	8.3089	41.5433	44.291	43.1728	15.3049	25.824	28.9142	42.0558	26.1229	27.8274	41.3968	44.4553	41.6366	42.2521	43.9508	43.6381	43.1793	41.8363	38.079	37.4186	45.36	41.6767	37.1752	44.0172	45.5156	39.2472	34.5036	41.2196	43.7548	41.767	40.8175	47.9302	43.1927	43.4993	44.7314	44.1212	42.6555	43.284	43.1038	43.4237	42.9979	40.5459	37.6648	40.9692	42.0767	41.998	41.2502	35.9379	36.6611	33.7368	41.7812	43.36	35.132	37.8729	41.1063	39.2137	40.3437	35.5635	36.5868	39.6352	36.041	41.1352	36.8167	37.7507	40.0717	43.1935	41.0154	37.9262	41.7855	42.9526	37.0192	36.5037	43.9704	43.2838	43.1835	41.7692	41.7974	44.6448	44.0455	100.0	42.6672	42.8532	43.6348	41.3131	44.4397	45.6213	21.669	40.2689	21.0366	42.9883	42.9268	47.1952	41.9134	43.5564	39.2994	45.4676	36.8189	41.9445	41.7986	44.6717	44.3844	42.5638	43.14	38.1792	39.9114	44.9387	35.4187	45.6638	44.3199	44.3908	41.6193	42.6683	45.5491	41.2595	45.7314	44.6131	44.7111	27.7679	44.8542	43.0108	41.791	43.813	43.5746	41.2112	41.119	45.8229	45.8411	42.3119	41.0898	39.8315	
2F57_STE	40.6858	41.1168	42.0812	41.5875	10.6589	43.6212	38.7183	48.432	19.2407	31.235	35.0387	42.6278	34.3849	34.8093	39.1868	43.2324	37.3767	39.4875	41.1773	40.625	41.5023	43.909	42.3316	44.6891	45.788	41.6346	40.9307	41.4846	42.4668	35.8096	35.6536	39.6062	40.9968	38.847	47.9384	45.354	44.9842	43.9196	45.4334	43.2603	47.4559	43.0489	41.2689	41.8807	41.0144	42.296	43.5614	42.6388	43.0031	45.3389	45.4338	42.7839	41.1902	38.5774	41.5763	47.0202	44.1396	45.1018	42.8594	40.986	44.3406	39.612	43.7887	44.6799	40.1569	47.3904	41.8769	43.7181	38.5841	37.2961	42.7863	44.1114	39.1985	45.7536	33.7688	34.1362	50.4616	48.0472	49.7571	51.4428	56.1319	40.4807	39.099	42.6672	100.0	41.5456	42.9736	35.896	41.4551	47.0456	27.0033	38.1924	26.6864	40.4512	45.5539	44.1517	48.6596	40.1095	47.1879	47.5039	39.6172	44.2333	40.4025	41.5109	43.6887	47.2745	43.7616	37.5002	40.8626	43.824	44.2494	44.371	40.2191	48.18	40.0919	46.0114	47.6809	39.6633	47.1327	45.7675	45.6261	36.3935	41.7953	41.3666	38.9054	42.9033	43.0153	46.7615	46.7515	43.4744	44.1945	46.9091	45.2606	43.6258	
2J51_STE	41.8949	42.1246	39.5013	44.2004	9.6563	44.2133	40.6509	42.9629	17.843	29.8516	33.3574	41.9847	29.4026	32.4043	37.3678	41.9876	43.4837	45.6436	45.2434	44.9222	45.8274	43.0904	40.4828	37.1502	44.1556	45.015	39.5396	46.7678	38.5792	36.5204	31.4981	43.7315	44.4891	45.9722	42.5586	44.5132	45.0827	46.7883	47.1874	45.4526	41.3277	39.3441	40.2051	39.4379	39.509	44.0454	37.8994	41.846	42.7605	40.1347	43.9566	42.1221	43.2959	40.3004	43.6954	45.3613	39.4264	42.2892	42.6987	42.066	43.8904	42.6734	44.3947	43.1637	39.642	45.5605	41.1759	40.4968	38.1494	39.3049	38.7876	39.1731	37.6804	42.9697	36.124	33.7495	43.9692	41.7721	46.1039	41.8322	40.4563	42.4878	41.1787	42.8532	41.5456	100.0	51.6443	42.2384	42.9077	44.9435	25.6569	36.3052	24.5775	42.6504	45.7626	44.3483	41.7575	36.9676	37.4505	41.9603	36.9715	44.4291	38.766	40.2064	44.3241	42.2022	40.5863	34.0838	36.5295	43.4109	35.4287	41.1819	41.4421	43.273	36.9489	44.715	41.1918	36.912	43.8473	41.1065	42.5739	31.6971	42.6559	43.2754	36.5566	39.6851	40.2796	41.4874	41.6609	46.7752	47.3289	42.8414	47.1038	42.201	
